record_id,estudio,idioma_declarado,fuente_declarado,idioma_del_texto,clase_de_evidencia,prueba,estado,caracteres_de_resumen,titulo_alternativo,revista,titulo
R7312fa024a,171,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.308 frente a spa 0.000; palabras: the of in with treatment,ADMITIDO,0,,,Yiqi Huoxue Jiedu Formula Combined With Bacteriophages in the Treatment of Severe Pneumonia
R21af282137,172,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.170 frente a ita 0.008; palabras: the of and in to a for with,ADMITIDO,2528,,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2023/11/059899,Study to assess the Safety and Efficacy of Bacteriophage in the treatment of Diabetic foot infection
R4a198d51c5,173,eng,"exportacion de Scopus (brazo B), emparejado por titulo",eng,A. texto probado,eng 0.369 frente a por 0.006; palabras: the of and in to a for with,ADMITIDO,1994,,Surgical Chronicles,Use of bacteriophages in the treatment of infected wounds in patients who have allergy to antibiotics
R7238cb8c19,177,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.244 frente a ita 0.018; palabras: the of and in to a for with,ADMITIDO,1852,,Otolaryngologia polska = The Polish otolaryngology,"A randomized, double-blind, placebo- -controlled study to investigate the use of bacteriophages in patients wi"
R58e4f5ffa4,178,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.319 frente a spa 0.000; palabras: the of and in to a for with,ADMITIDO,1184,,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",CLINICAL AND LABORATORY JUSTIFICATION FOR USE OF POLYVALENT BACTERIOPHAGE IN TECHNIQUE OF DELAYED PRESCRIBING 
Rf2699aa65a,181,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.267 frente a ita 0.005; palabras: the of and in to a for with,ADMITIDO,1313,,Viruses,Short-Term Outcomes of Phage-Antibiotic Combination Treatment in Adult Patients with Periprosthetic Hip Joint 
R4360ac52ef,182,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.125 frente a spa 0.000; palabras: of in to a for with study patients,ADMITIDO,0,,,Phase 1b/2a Randomized Double-blind Study to Investigate Safety Tolerability PK PD Preliminary Efficacy of Ora
R419c6f6d67,184,eng,Europe PMC (campo language),eng,B. campo de idioma de la fuente,Europe PMC (campo language) declara eng; texto insuficiente para corroborar (eng 0.077 frente a spa 0.077: margen escaso),ADMITIDO,23,,JAAD Case Reports,Severe Darier disease complicated by recurrent multidrug-resistant cutaneous infection
R667ca55ab2,185,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.190 frente a spa 0.004; palabras: the of and in to a for with,ADMITIDO,1992,,"Journal of Plastic, Reconstructive and Aesthetic Surgery",The management of sternal mediastinitis in heart and lung transplant patients: An 8-year experience and applic
R82ba22a1d4,186,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.192 frente a por 0.038; palabras: the and to a study,ADMITIDO,0,,,"Phage4Cure-001 - A three part randomized, double-blind, placebo-controlled, parallel group SAD and MD clinical"
Rc6b6f2d004,187,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.231 frente a spa 0.000; palabras: the of and to a study,ADMITIDO,0,,,"Phage4Cure-001 - A two part, randomized, double-blind, placebo-controlled, parallel group SAD and MD clinical "
R95ed8fa775,188,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.220 frente a por 0.015; palabras: the of and in to a for with,ADMITIDO,2628,,Nephrology dialysis transplantation,Potential treatment method of recurrent urinary tract infection in postmenopausal kidney transplant recipients
R03a7447506,190,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.212 frente a por 0.005; palabras: the of in to a for with is,ADMITIDO,1532,,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2600116642,Phage-Antibiotic Combination Therapy for Multidrug-Resistant Infections: a Prospective Study
Rb4a8aeb7e8,191,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.130 frente a spa 0.000; palabras: in to a study treatment,ADMITIDO,0,,,"BMX-04-002 - A Phase 2b, Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate Nebulized"
Rb7ef70c6bc,192,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.429 frente a spa 0.000; palabras: the of and on,ADMITIDO,0,,,The Effect of Supraglottic and Oropharyngeal Decontamination on the Incidence of Ventilator-associated Pneumon
Rf84921307f,192,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.256 frente a por 0.013; palabras: the of and in a for with is,ADMITIDO,499,,https://clinicaltrials.gov/show/NCT04325685,The Effect of Supraglottic and Oropharyngeal Decontamination on the Incidence of Ventilator-associated Pneumon
Rb9d3a3c831,199,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.255 frente a por 0.007; palabras: the of and in to a for with,ADMITIDO,1822,,Frontiers in Medicine,Successful use of a phage endolysin for treatment of chronic pelvic pain syndrome/chronic bacterial prostatiti
R4c32396f34,201,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.228 frente a spa 0.000; palabras: the of and in to a for with,ADMITIDO,755,,https://clinicaltrials.gov/ct2/show/NCT06998043,Study With Phage for CF Subjects With Pseudomonas Lung Infection
R0460c7eae8,201,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Study With Phage for CF Subjects With Pseudomonas Lung Infection
R07e092ec2e,202,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.241 frente a spa 0.000; palabras: the of and in to a for with,ADMITIDO,1567,,https://trialsearch.who.int/Trial2.aspx?TrialID=IRCT20250108064318N1,The effect of Bacteriophage on Diabetic foot Ulcers
Rc08e36041c,203,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.350 frente a spa 0.000; palabras: the of and a for study treatment,ADMITIDO,0,,,"A Prospective, Randomized, Double-Blind Controlled Study of WPP-201 for the Safety and Efficacy of Treatment o"
R9483d0060a,204,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Antibacterial Treatment Against Diarrhea in Oral Rehydration Solution
R9e51826497,205,spa,"exportacion de SciELO, emparejado por titulo",spa,A. texto probado,spa 0.135 frente a por 0.012; palabras: el la los las de del y en,ADMITIDO,1004,,Revista Cubana de Angiología y Cirugía Vascular,Beneficios obtenidos con el empleo de bacteriófagos en el tratamiento de infecciones crónicas
R65b56c8408,207,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.150 frente a spa 0.050; palabras: of and a treatment,ADMITIDO,23,,"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology",Successful bacteriophage treatment of infection involving cardiac implantable electronic device and aortic gra
R48f287c11f,208,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.247 frente a por 0.013; palabras: the of and to a with by on,ADMITIDO,461,,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Treatment of chronic left ventricular assist device infection with local application of bacteriophages.
R4dfe961e12,209,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Phage Safety Retrospective Cohort Study
Rcc006883b6,210,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.294 frente a spa 0.000; palabras: the of and in a study,ADMITIDO,0,,,"A Study Investigating the Safety, Recovery, and Pharmacodynamics of Multiple Oral Administrations of SNIPR001 "
R1db63ef613,211,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,BActeriophages To Treat Liver Disease Eliminating Harmful Bacteria (BATTLE)
R466bca70fe,212,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.277 frente a spa 0.000; palabras: the of and in a with are by,ADMITIDO,418,,Antibiotics,Local Treatment of Driveline Infection with Bacteriophages
Rf56ec00127,213,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Mayo Clinic Phage Program Biobank
Rd218ea735a,214,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Phage Safety Cohort Study
R74adbef4c7,215,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Clinical Trial to Demonstrate the Safety and Efficacy of DUOFAG®
R5e5bac7d74,216,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Treatment Chronic UTI Post Kidney Transplant
R5dd521bed2,217,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.130 frente a spa 0.000; palabras: the of and in for at,ADMITIDO,820,,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2024/03/064013,Evaluate the effect of bacteriophage in pressure ulcers
R58c987406c,218,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Biomarkers of Phage Treatment Response in NTM and Other Infections
R451bce0c4a,219,rus,Europe PMC (campo language),eng,A. texto probado,eng 0.268 frente a spa 0.000; palabras: the of and in to for with was,ADMITIDO,1557,Использование лекарственных препаратов бактериофагов в компл,Pirogov Russian Journal of Surgery,Bacteriophages in complex treatment of septic diseases of the hand
