record_id,orden,corriente,verdict,reason,decided_by,decided_at
Rfb0454fbcf,4000,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R95ed8fa775,4039,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R4e73c16c95,4083,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rfdb691fef9,4150,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rc7bed8d4a9,4229,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R9e614d76ec,4283,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R03a7447506,4390,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rf84921307f,4504,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rc5e81057ce,4524,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rcc97c6eba2,4715,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R524929d304,4727,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Ra8e407d553,4805,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rffa60e5773,4881,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R0eead3dd62,4996,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rf8681f8b3e,5002,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R90d8f8231c,5019,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R4833ac2080,5082,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R09627449c5,5177,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R3f77d618e7,5203,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R0a34130320,5207,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R5dad00bd24,5398,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rcf5acab330,5405,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R61f26d31d3,5448,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rcdc64d4926,5532,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rd226635cbb,5659,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rb9d3a3c831,5672,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R13afad8af6,5731,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R4c32396f34,6048,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R07e092ec2e,6060,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rc4ccb0f775,6321,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Ra641ca5509,6519,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rf0cdd141d7,6569,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Ra1e6870c9a,6708,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R7afa3ffdf3,6709,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R9e51826497,6759,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
Rd877e7abc0,6870,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R4d675da8ac,7198,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
Rd9fa27bc20,7314,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R851541f8af,7485,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R25d5b5f574,7588,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R7084caa9c9,7609,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R4ed45bc910,7863,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R903ff04487,7894,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R65b56c8408,7911,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R48f287c11f,7950,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
Rf50b64c576,7974,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
Rcd179dd8cf,8472,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R466bca70fe,8714,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
Rc68fafc06d,8799,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R83f1eec7c2,8847,base,EXCLUDE,"Trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R048b27c983,8942,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
Ra3eb2043d4,9075,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R5eac0fde9e,9335,base,EXCLUDE,"Trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R8da84e2f04,9396,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R5dd521bed2,9556,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
Re3ffc68fa1,9584,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R75b470b937,10014,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R4584fe11af,10540,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R7a03d73604,10609,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
Rd99ae8446a,10757,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R451bce0c4a,10811,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R5d17d80fb2,10872,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R36a0e09b26,10902,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R77027b34a0,11138,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R820a528c5a,11401,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
R93563c8968,12241,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:51
Re2c1c6e52f,20,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rc27a7629de,38,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R00267b912e,39,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Ra2af797394,40,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R4215a33dab,77,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R17a60bebc5,126,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R8e8222e790,161,registro,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R685eac0bf9,168,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rcdf346a99e,176,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R7a4fdd4c60,322,registro,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Ra0a7764be2,328,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rced39d2e31,351,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R4be8d3bd67,364,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R86898bdcba,367,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rbd524d27e8,388,registro,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R2298493744,438,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rb19dcd4efb,512,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rd722f8e7bc,565,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R0765f3e9d9,639,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R6cfa72b38c,651,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Racba465763,659,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R0afae6295c,994,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R39bc0a2a80,996,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R09d4ba6319,1101,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R23483b48bc,1133,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rcb166dcd37,1209,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R221c13dfc7,1263,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rea9d786d26,1334,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R9f1214e6e5,1374,registro,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rbb08a249dc,1424,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R763c89176a,1458,registro,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rdff19cdd5b,1627,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R1517c6529b,1663,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Red9286ca0b,1952,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R5b4b3e9cf3,1955,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R71d2c2521c,2033,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R899d693366,2749,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R4360ac52ef,3686,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R82ba22a1d4,3905,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rc6b6f2d004,3906,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R3608cade6a,4410,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rb4a8aeb7e8,4411,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rb7ef70c6bc,4503,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R46ad854611,4514,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rf38d966057,4581,registro,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R6ce58a44af,4658,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rc08e36041c,6446,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R9483d0060a,6454,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Ra3cf2dc671,6633,registro,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R9e58bab3c1,7008,registro,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rbe6f5e0205,7600,registro,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R717f588fdf,8074,registro,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Ra0054657c8,8296,registro,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R4dfe961e12,8300,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rcc006883b6,8474,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R1db63ef613,8522,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rf56ec00127,8720,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rd218ea735a,8773,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Ra53bedf340,8804,registro,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R663b355c69,8967,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R74adbef4c7,9020,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R8902b595d1,9238,registro,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rf40bdbe56e,9247,registro,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R5e5bac7d74,9350,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
Rd5b3d080e3,9535,registro,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R70682cc783,9583,registro,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R58c987406c,9921,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R47b6c2d383,9958,registro,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R0460c7eae8,10230,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R80ac05ea69,10303,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R7312fa024a,10602,registro,FULLTEXT,registro de ensayo elegible en apariencia; evaluar la ficha completa,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:52
R26f756e05e,375,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: ruso, segun exportacion de Scopus (brazo B) (campo de idioma)",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
R99c5855b1c,386,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: neerlandes, segun exportacion de Scopus (brazo B), emparejado por titulo",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
R4fb3c8bdc8,479,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: ruso, segun exportacion de Scopus (brazo B) (campo de idioma)",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
R56db7c3999,610,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: ruso, segun exportacion de Scopus (brazo A) (campo de idioma)",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
R25ca0976a4,730,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: ruso, segun exportacion de Scopus (brazo B) (campo de idioma)",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
Re1167c5f1e,780,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: ruso, segun Europe PMC (campo language)",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
Rf5e604c65a,790,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: ruso, segun exportacion de Scopus (brazo B) (campo de idioma)",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
R495e188248,795,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: danes, segun Europe PMC (campo language)",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
R286533ffbf,981,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: ruso, segun Europe PMC (campo language)",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
R410523c1f9,1049,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: ruso, segun exportacion de Scopus (brazo B) (campo de idioma)",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
Rcb6a2ca7d4,1143,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: japones, segun exportacion de Scopus (brazo B), emparejado por titulo",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
R7c489f3ecc,1177,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: ruso, segun exportacion de Scopus (brazo B) (campo de idioma)",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
Ra049b227ae,1238,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: ruso, segun exportacion de Scopus (brazo B) (campo de idioma)",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
R5d4320919d,1344,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: ruso, segun Europe PMC (campo language)",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
Rb798d1142b,2082,base,EXCLUDE,"Informe no redactado en ingles ni en espanol (criterio de idioma, enmienda 2026-08-11); idioma declarado: ruso, segun exportacion de Scopus (brazo B) (campo de idioma)",claude-opus-5 -- enmienda de idioma 2026-08-11,2026-08-11 08:14
